Altnernative codes,BLEED_code,Collection_no,Gene Bank Accession,Genus,HTS Queue,ID confirmed,Identified by,Isolated,Material left,NHM,note,Paper,Preservation,Recieved in Oslo,Scraped,SEM info,Sent by,Sequences Recieved,Species,Bock2018::Author,Bock2018::Full,Sample.Location.Date::Coll_date,Sample.Location.Date::Collection_no,Sample.Location.Date::Collector,Sample.Location.Date::Country,Sample.Location.Date::Cruise details,Sample.Location.Date::Day,Sample.Location.Date::Depth 1,Sample.Location.Date::Depth 2,Sample.Location.Date::Location details,Sample.Location.Date::Month,Sample.Location.Date::Place,Sample.Location.Date::Standardized Lat,Sample.Location.Date::Standardized Long,Sample.Location.Date::Station_id,Sample.Location.Date::Year,Worms::Family,Worms::Order
PK-25 (green label),1724,Batch 1225 IPEV-AAD-MNHN coll,,Dendroperistoma,27.9.2019 (RJSO),,PK,23.8.2019 (RJSO),No,,"PK-25 (green label)

23.8.2019 (RJSO) qubit 2.73

SEM and name ok, but position is not right (asked en hPe was at sea)pk",,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"
MHR.3239.BLEED.1724.tif
MHR.3239.BLEED.1724.txt
MHR.3240.BLEED.1724.tif
MHR.3240.BLEED.1724.txt

MHR.3461.BLEED.1724.tif
MHR.3461.BLEED.1724.txt
MHR.3462.BLEED.1724.tif
MHR.3462.BLEED.1724.txt",PK (CEAMARC),26.11.2019 (RJSO),projecta,"(Waters, 1904)","Dendroperistoma projecta (Waters, 1904)",29.12.2007,Batch 1225 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",29,326,409,,12,,-66.939,144.686,STN 48EV194,2007,Cribrilinidae,Cheilostomatida
PK-26 (green label),1725,Batch 2974 IPEV-AAD-MNHN coll,"MZ678005,OK244905",Melicerita,14.2.2020 (RJSO),,"Kuklinski, Piotr; Di Martino, Emanuela",10.02.20 to 13.02.20 (RJSO),No,NHMO H 1921,"PK-26 (green label)

10.02.20 to 13.02.20 (RJSO) nanodrop 11.9",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"MHR.4417.BLEED.1725.tif
MHR.4417.BLEED.1725.txt
MHR.4418.BLEED.1725.tif
MHR.4418.BLEED.1725.txt

MHR.4441.BLEED.1725.tif
MHR.4441.BLEED.1725.txt
MHR.4442.BLEED.1725.tif
MHR.4442.BLEED.1725.txt",PK (CEAMARC),,sp.,,,14.01.2008,Batch 2974 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",14,211,213,,1,,-66.14,140.64,STN 13EV465,2008,Cellariidae,Cheilostomatida
PK-27 (green label),1726,Batch 2003 IPEV-AAD-MNHN coll,,Melicerita,,,PK,,Yes,,PK-27 (green label),,100% ethanol,26.2.2019,,,PK (CEAMARC),,obliqua,"(Thornely, 1924)","Melicerita obliqua (Thornely, 1924)",4.1.2008,Batch 2003 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",4,534,544,,1,,-66.14,143.29,STN 62EV303,2008,Cellariidae,Cheilostomatida
PK-28 (green label),1727,Batch 2974 IPEV-AAD-MNHN coll,"MZ678087,OK244973",Polirhabdotos,14.2.2020 (RJSO),,"Kuklinski, Piotr",10.02.20 to 13.02.20 (RJSO),No,NHMO H 1996,"PK-28 (green label)

10.02.20 to 13.02.20 (RJSO) nanodrop  3.96",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"
MHR.4405.BLEED.1727.tif
MHR.4405.BLEED.1727.txt
MHR.4406.BLEED.1727.tif
MHR.4406.BLEED.1727.txt
MHR.4427.BLEED.1727.tif
MHR.4427.BLEED.1727.txt
MHR.4428.BLEED.1727.tif
MHR.4428.BLEED.1727.txt",PK (CEAMARC),,inclusum,"(Waters, 1904)","Polirhabdotos inclusum (Waters, 1904)",14.01.2008,Batch 2974 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",14,211,213,,1,,-66.14,140.64,STN 13EV465,2008,Metrarabdotosidae,Cheilostomatida
PK-29 (green label),1728,Batch 2003 IPEV-AAD-MNHN coll,"MZ677813,MZ678217,OK245087",UNKNOWN_SEQ_BLEED1728,13.9.2019 (RJSO),,,23.8.2019 (RJSO),No,,"PK-29 (green label)

23.8.2019 (RJSO) Qubit 3.09

identified as Isosecuriflustra angusta (PK)

UNKNOWN_BLEED1728_NoVou (Isosecuriflustra, Antarctica, no material left)
",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"
MHR.3241.BLEED.1728.tif
MHR.3241.BLEED.1728.txt
MHR.3242.BLEED.1728.tif
MHR.3242.BLEED.1728.txt",PK (CEAMARC),14.11.2019 (RJSO),,,,4.1.2008,Batch 2003 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",4,534,544,,1,,-66.14,143.29,STN 62EV303,2008,,
PK-14 (green label),1730,Batch 1225 IPEV-AAD-MNHN coll,,Carbasea,2.6.2022 (ullevål),,PK,,No,,PK-14 (green label),,100% ethanol,26.2.2019,9.11.2021 (EDM+LHL),"MHR.10138.BLEED.1730.tif
MHR.10137.BLEED.1730.tif


MHR.10327.BLEED.1730.tif
MHR.10328.BLEED.1730.tif
MHR.10329.BLEED.1730.tif",PK (CEAMARC),5.7.2022 (failed),curva,"Kluge, 1914","CARBASEA CURVA Kluge, 1914",29.12.2007,Batch 1225 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",29,326,409,,12,,-66.939,144.686,STN 48EV194,2007,Flustridae,Cheilostomatida
PK-30 (green label),1729,Batch 2408 IPEV-AAD-MNHN coll,"MZ677814,MZ678218,OK245088",UNKNOWN_SEQ_BLEED1729,13.9.2019 (RJSO),,,23.8.2019 (RJSO),No,,"PK-30 (green label)

23.8.2019 (RJSO) Qubit 15.4

identified as Carbasea curva (PK)

UNKNOWN_BLEED1729_NoVou (Antarctica, Carbesea was target no material) 
",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"MHR.3229.BLEED.1729.tif
MHR.3229.BLEED.1729.txt
MHR.3230.BLEED.1729.tif
MHR.3230.BLEED.1729.txt",PK (CEAMARC),14.11.2019 (RJSO),,,,12.01.2008,Batch 2408 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",12,229,232,,1,,-66.001,141.354,STN 2EV416,2008,,
PK-31 (green label),1731,Batch 4293 IPEV-AAD-MNHN coll,,Camptoplites,,,PK,,Yes,,PK-31 (green label),,100% ethanol,26.2.2019,,"
",PK (CEAMARC),,tricornia,,,29.12.2007,Batch 4293 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",29,326,409,,12,,-66.93,144.68,STN 48EV194,2007,Bugulidae,Cheilostomatida
PK-32 (green label),1732,Batch 640 IPEV-AAD-MNHN coll,"MZ677623,MZ677995,OK244894",Lageneschara,14.2.2020 (RJSO),,"Kuklinski, Piotr",10.02.20 to 13.02.20 (RJSO),No,NHMO H 1905,"PK-32 (green label)

10.02.20 to 13.02.20 (RJSO) nanodrop 27.1",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"MHR.4413.BLEED.1732.tif
MHR.4413.BLEED.1732.txt
MHR.4414.BLEED.1732.tif
MHR.4414.BLEED.1732.txt

MHR.4437.BLEED.1732.tif
MHR.4437.BLEED.1732.txt
MHR.4438.BLEED.1732.tif
MHR.4438.BLEED.1732.txt",PK (CEAMARC),,lyrulata,"(Calvet, 1909)","Lageneschara lyrulata (Calvet, 1909)",26.12.2007,Batch 640 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",26,237,257,,12,,-66.333,141.983,STN 4EV112,2007,Romancheinidae,Cheilostomatida
PK-33 (green label),1733,Batch 2003 IPEV-AAD-MNHN coll,,Lageneschara,,,PK,,Yes,,PK-33 (green label),,100% ethanol,26.2.2019,,,PK (CEAMARC),,lyrulata,"(Calvet, 1909)","Lageneschara lyrulata (Calvet, 1909)",4.1.2008,Batch 2003 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",4,534,544,,1,,-66.14,143.29,STN 62EV303,2008,Romancheinidae,Cheilostomatida
PK-34 (green label),1734,Batch 789 IPEV-AAD-MNHN coll,"MZ677815,MZ678219,0",UNKNOWN_SEQ_BLEED1734,27.9.2019 (RJSO),,,23.8.2019 (RJSO),No,,"PK-34 (green label)

23.8.2019 (RJSO) Qubit 1.64

SEM is Orthoporidra compacta (original ID), but position is unknown. 

UNKNOWN_BLEED1734_NoVou (Antarctic, Orthoporidra
 was target, no material left) 
",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"MHR.3203.BLEED.1734.tif
MHR.3203.BLEED.1734.txt
MHR.3204.BLEED.1734.tif
MHR.3204.BLEED.1734.txt

MHR.3263.BLEED.1734.tif
MHR.3263.BLEED.1734.txt
MHR.3264.BLEED.1734.tif
MHR.3264.BLEED.1734.txt",PK (CEAMARC),26.11.2019 (RJSO),,,,27.12.2007,Batch 789 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",27,138,384,,12,,-66.553,142.636,STN 7EV132,2007,,
PK-35 (green label),1735,Batch 2525 IPEV-AAD-MNHN coll,"MZ677689,MZ678075,OK244963",Pemmatoporella,14.2.2020 (RJSO),,"Kuklinski, Piotr",10.02.20 to 13.02.20 (RJSO),No,NHMO H 1986,"PK-35 (green label)
10.02.20 to 13.02.20 (RJSO)nanodrop 42.7
",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"
MHR.4411.BLEED.1735.tif
MHR.4411.BLEED.1735.txt
MHR.4412.BLEED.1735.tif
MHR.4412.BLEED.1735.txt

MHR.4429.BLEED.1735.tif
MHR.4429.BLEED.1735.txt
MHR.4430.BLEED.1735.tif
MHR.4430.BLEED.1735.txt",PK (CEAMARC),,marginata,"(Calvet, 1909)","Pemmatoporella marginata (Calvet, 1909)",13.01.2008,Batch 2525 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",13,176,185,,1,,-66.562,141.262,STN 11EV424,2008,Smittinidae,Cheilostomatida
PK-36 (green label),1736,Batch 3177 IPEV-AAD-MNHN coll,"MZ677795,MZ678196,OK245065",Thrypticocirrus,13.9.2019 (RJSO),,"Kuklinski, Piotr",23.8.2019 (RJSO),No,NHMO H 2111,"PK-36 (green label)

23.8.2019 (RJSO) Qubit 69.9",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"MHR.3201.BLEED.1736.tif
MHR.3201.BLEED.1736.txt
MHR.3202.BLEED.1736.tif
MHR.3202.BLEED.1736.txt


MHR.3257.BLEED.1736.tif
MHR.3257.BLEED.1736.txt
MHR.3258.BLEED.1736.tif
MHR.3258.BLEED.1736.txt",PK (CEAMARC),14.11.2019 (RJSO),contortuplicata,"(Calvet, 1909)","Thrypticocirrus contortuplicata (Calvet, 1909)",15.01.2008,Batch 3177 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",15,149,151,,1,,-66.169,139.932,STN 7EV132,2008,Smittinidae,Cheilostomatida
PK-37 (green label),1737,Batch 3177 IPEV-AAD-MNHN coll,"MZ677664,MZ678045,OK244937",Orthoporidra,14.2.2020 (RJSO),,"Kuklinski, Piotr",10.02.20 to 13.02.20 (RJSO),No,NHMO H 1957,"PK-37 (green label)

10.02.20 to 13.02.20 (RJSO) nanodrop 2.41

Take out from tree these sequences  jumper 25.3.2021 discussion",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"MHR.4409.BLEED.1737.tif
MHR.4409.BLEED.1737.txt
MHR.4410.BLEED.1737.tif
MHR.4410.BLEED.1737.txt

MHR.4431.BLEED.1737.tif
MHR.4431.BLEED.1737.txt
MHR.4432.BLEED.1737.tif
MHR.4432.BLEED.1737.txt
",PK (CEAMARC),,compacta,"(Waters, 1904)","Orthoporidra compacta (Waters, 1904)",15.01.2008,Batch 3177 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",15,149,151,,1,,-66.169,139.932,STN 7EV132,2008,Lekythoporidae,Cheilostomatida
PK-38 (green label),1738,Batch 3177 IPEV-AAD-MNHN coll,"MZ677541,MZ677899,OK244787",Cellarinella,14.2.2020 (RJSO),,"Di Martino, Emanuela",10.02.20 to 13.02.20 (RJSO),No,NHMO H 1792,"PK-38 (green label)

10.02.20 to 13.02.20 (RJSO) nanodrop 18.8

Identified by PK as Cellarinella nutti on delivery",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"MHR.4419.BLEED.1738.tif
MHR.4420.BLEED.1738.tif
MHR.4439.BLEED.1738.tif
MHR.4440.BLEED.1738.tif
",PK (CEAMARC),,rogickae,,,15.01.2008,Batch 3177 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",15,149,151,,1,,-66.169,139.932,STN 7EV132,2008,Sclerodomidae,Cheilostomatida
PK-39 (green label),1739,Batch 1633 IPEV-AAD-MNHN coll,,Thrypticocirrus,2.6.2022 (ullevål),,PK,,No,,PK-39 (green label),,100% ethanol,26.2.2019,9.11.2021 (EDM+LHL),"MHR.10106.BLEED.1739.tif
MHR.10105.BLEED.1739.tif
MHR.10199.BLEED.1739.tif
MHR.10198.BLEED.1739.tif
MHR.10197.BLEED.1739.tif
",PK (CEAMARC),5.7.2022,contortuplicata,"(Calvet, 1909)","Thrypticocirrus contortuplicata (Calvet, 1909)",3.1.2008,Batch 1633 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",3,440,449,,1,,-66.539,144.972,STN 31EV268,2008,Smittinidae,Cheilostomatida
PK-40 (green label),1740,Batch 1633 IPEV-AAD-MNHN coll,"MZ677741,MZ678134,OK245019",Smittina,13.9.2019 (RJSO),,"Vieira, Leandro",23.8.2019 (RJSO),No,NHMO H 2047,"PK-40 (green label)

EDM gave Mali the verey small but nice bit and Russell the bad bit

23.8.2019 (RJSO) qubit 8.9

Was identified previously sent by PK as Dakariella concinna

LV: Smittina cf. abditavicularis  See Hayward 1995 



",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"
MHR.3213.BLEED.1740.tif
MHR.3213.BLEED.1740.txt
MHR.3214.BLEED.1740.tif
MHR.3214.BLEED.1740.txt
MHR.3405.BLEED.1740.tif
MHR.3405.BLEED.1740.txt
MHR.3406.BLEED.1740.tif
MHR.3406.BLEED.1740.txt
",PK (CEAMARC),14.11.2019 (RJSO),cf. abditavicularis,,,3.1.2008,Batch 1633 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",3,440,449,,1,,-66.539,144.972,STN 31EV268,2008,Smittinidae,Cheilostomatida
PK-41 (green label),1741,CEAMARC  PK-41 (green label),"MZ67760MZ677971,OK244867",Himantozoum,14.2.2020 (RJSO),,"Kuklinski, Piotr",10.02.20 to 13.02.20 (RJSO),No,NHMO H 1876,"PK-41 (green label)

10.02.20 to 13.02.20 (RJSO) nanodrop 1.22

Metadata: Rothera, South Cove, 18.01.2012",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,11.2.2020 (EDM & MHR),"MHR.4421.BLEED.1741.tif
MHR.4421.BLEED.1741.txt
MHR.4422.BLEED.1741.tif
MHR.4422.BLEED.1741.txt",PK (CEAMARC),,antarcticum,"(Calvet, 1909)","Himantozoum antarcticum (Calvet, 1909)",18.01.2012,CEAMARC  PK-41 (green label),"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,,18,0,,,1,Rothera South Cove,-67.59,-68.13,,2012,Bugulidae,Cheilostomatida
PK-42 (green label),1742,Batch 85 IPEV-AAD-MNHN coll,,Isosecuriflustra,2.6.2022 (ullevål),,PK,,No,,"PK-42 (green label)

",,100% ethanol,26.2.2019,9.11.2021 (EDM+LHL),"MHR.10140.BLEED.1742.tif
MHR.10139.BLEED.1742.tif
MHR.10337.BLEED.1742.tif
MHR.10338.BLEED.1742.tif
MHR.10339.BLEED.1742.tif",PK (CEAMARC),5.7.2022,angusta,,,23.12.2007,Batch 85 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",23,433,451,,12,,-66.052,142.764,STN 27EV45,2007,Flustridae,Cheilostomatida
PK-43 (green label),1743,Batch 2371 IPEV-AAD-MNHN coll,"MZ677666,MZ678047,OK244939",Paracellaria,13.9.2019 (RJSO),,"Kuklinski, Piotr",23.8.2019 (RJSO),No,NHMO H 1959,"PK-43 (green label)


Antartique: Terre Adelie N/O “Aurora Australis” – CEAMARC Beam trawl, depth 240 - 244 m, STN 3EV411, Batch 2371; 66,000305 S, 142,0134 E, IPEV-AAD-MNHN coll. , 12/01/2008
23.8.2019 (RJSO) Qubit 31",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"MHR.3209.BLEED.1743.tif
MHR.3209.BLEED.1743.txt
MHR.3210.BLEED.1743.tif
MHR.3210.BLEED.1743.txt

MHR.3359.BLEED.1743.tif
MHR.3359.BLEED.1743.txt
MHR.3360.BLEED.1743.tif
MHR.3360.BLEED.1743.txt
",PK (CEAMARC),14.11.2019 (RJSO),wandeli,"(Calvet, 1909)","Paracellaria wandeli (Calvet, 1909)",12.01.2008,Batch 2371 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",12,240,244,,1,,-66,142.013,STN 3EV411,2008,Cellariidae,Cheilostomatida
PK-44 (green label),1744,Batch 2371 IPEV-AAD-MNHN coll,"MZ677589,OK244854",Fenestrulina,13.9.2019 (RJSO),,"Vieira, Leandro",23.8.2019 (RJSO),No,NHMO H 1862,"PK-44 (green label)

Growing on something that is NOT a bryozoan (hydrozoan)

23.8.2019 (RJSO) Qubit 12.7

BB: hmm, I'd not rather put this species in the genus Fenestrulina (orifice, non-stellate pores)...give it as Fenestrulidae indet.
LV: Fenestrulina rugula Hayward & Ryland, 1990 
",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"MHR.3211.BLEED.1744.tif
MHR.3211.BLEED.1744.txt
MHR.3212.BLEED.1744.tif
MHR.3212.BLEED.1744.txt


MHR.3459.BLEED.1744.tif
MHR.3459.BLEED.1744.txt
MHR.3460.BLEED.1744.tif
MHR.3460.BLEED.1744.txt
",PK (CEAMARC),14.11.2019 (RJSO),rugula,"Hayward & Ryland, 1990","FENESTRULINA RUGULA Hayward & Ryland, 1990",12.01.2008,Batch 2371 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",12,240,244,,1,,-66,142.013,STN 3EV411,2008,Fenestrulinidae,Cheilostomatida
PK-45 (green label),1745,Batch 1026 IPEV-AAD-MNHN coll,,Cellarinella,,,PK,,Yes,,"PK-45(green label)

",,100% ethanol,26.2.2019,,,PK (CEAMARC),,nutti,"Rogick, 1956","CELLARINELLA NUTTI Rogick, 1956",28.12.2007,Batch 1026 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",28,263,396,,12,,-66.86,142.68,STN 42EV167,2007,Sclerodomidae,Cheilostomatida
PK-46 (green label),1746,Batch 1633 IPEV-AAD-MNHN coll,"MZ677527,MZ677883,OK244771","Camptoplites
",13.9.2019 (RJSO),,"Kuklinski, Piotr",23.8.2019 (RJSO),No,NHMO H 1777,"PK-46(green label)

23.8.2019 (RJSO) Qubit 18.4",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"MHR.3231.BLEED.1746.tif
MHR.3231.BLEED.1746.txt
MHR.3232.BLEED.1746.tif
MHR.3232.BLEED.1746.txt",PK (CEAMARC),14.11.2019 (RJSO),retiformis,"(Kluge, 1914)","Camptoplites retiformis (Kluge, 1914)",3.1.2008,Batch 1633 IPEV-AAD-MNHN coll,"CEAMARC, the Collaborative East Antarctic Marine Census for the Census of Antarctic Marine Life",Antarctica,"Antartique: Terre Adelie N/O “Aurora Australis""",3,440,449,,1,,-66.539,144.972,STN 31EV268,2008,Bugulidae,Cheilostomatida
PK-47 (green label),1747,REVO 449,"MZ677777,MZ678175,OK245053","Swanomia
",13.9.2019 (RJSO),,"Kuklinski, Piotr",23.8.2019 (RJSO),Yes,NHMO H 2089,"PK-47 (green label)


23.8.2019 (RJSO) Qubit 98.6

Metadata: REVO 449, CE2195, 20.01.2012
Antartique: Terre Adelie; REVO 449, CE2195, 20.01.2012; r/v L'Astrolabe; 66° 38' S, 140° 42' E; depth 718 - 729 m",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"
MHR.3181.BLEED.1747.tif
MHR.3181.BLEED.1747.txt
MHR.3182.BLEED.1747.tif
MHR.3182.BLEED.1747.txt

MHR.3261.BLEED.1747.tif
MHR.3261.BLEED.1747.txt
MHR.3262.BLEED.1747.tif
MHR.3262.BLEED.1747.txt",PK (CEAMARC),14.11.2019 (RJSO),membranacea,"(Thornely, 1924)","Swanomia membranacea (Thornely, 1924)",20.01.2012,"REVO 449
",,Antarctica, r/v L'Astrolabe,20,718,729,,1,,-66.633,140.7,,2012,Cellariidae,Cheilostomatida
PK-48 (green label),1748,REVO 509,"MZ677614,MZ677985,OK244883","Klugeflustra
",13.9.2019 (RJSO),,"Kuklinski, Piotr",23.8.2019 (RJSO),,NHMO H 1893,"PK-48 (green label)

23.8.2019 (RJSO) Qubit 57.1

Meta-data: REVO 509, CE000002385, 08.02.2012
Antartique: Terre Adelie; REVO 509, CE000002385, 08.02.2012; r/v L'Astrolabe; 66° 39.3' S, 140° 1.6' E; depth 72-100m ",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,19.8.2019 (EDM LHL),"
MHR.3233.BLEED.1748.tif
MHR.3234.BLEED.1748.tif

edm8802.BLEED1748.tif
edm8803.BLEED1748.tif
edm8804.BLEED1748.tif",PK (CEAMARC),14.11.2019 (RJSO),antarctica,"(Hastings, 1943)","Klugeflustra antarctica (Hastings, 1943)",08.02.2012,REVO 509,,Antarctica,r/v L'Astrolabe,8,72,100,,2,,-66.65,140.033,,2012,NA,Cheilostomatida
PK-49 (green label),1749,REVO509,"MZ677667,MZ678048,OK244940","Paracellaria
",27.9.2019 (RJSO),,"Kuklinski, Piotr",19.9.2019 (RJSO),No,NHMO H 1960,"PK-49 (green label)

19.9.2019 (RJSO) Qubit 19.6

Metadata: REVO509, 08.02.2012 Antartique: Terre Adelie; REVO509, 08.02.2012; r/v L'Astrolabe; 66° 39.3' S, 140° 1.6' E; depth 72-100m ",Orr et al. Fall 2021 MS,100% ethanol,26.2.2019,17.9.2019 (EDM),"MHR.3571.BLEED.1749.tif
MHR.3571.BLEED.1749.txt
MHR.3572.BLEED.1749.tif
MHR.3572.BLEED.1749.txt
MHR.3601.BLEED.1749.tif
MHR.3601.BLEED.1749.txt
MHR.3602.BLEED.1749.tif
MHR.3602.BLEED.1749.txt
",PK (CEAMARC),26.11.2019 (RJSO),wandeli,"(Calvet, 1909)","Paracellaria wandeli (Calvet, 1909)",08.02.2012,REVO509,,Antarctica,r/v L'Astrolabe,8,72,100,,2,,-66.65,140.033,,2012,Cellariidae,Cheilostomatida
,1750,SBD037846,OK245113,Calyptotheca,27.9.2019 (RJSO),,"Cumming, Robyn",23.8.2019 (RJSO),Yes,NHMO H 1775,23.8.2019 (RJSO) Qubit TOO LOW,Orr et al. Fall 2021 MS,,13.5.2019,19.8.2019 (EDM LHL),"MHR.3179.BLEED.1750.tif
MHR.3179.BLEED.1750.txt
MHR.3180.BLEED.1750.tif
MHR.3180.BLEED.1750.txt
MHR.3255.BLEED.1750.tif
MHR.3255.BLEED.1750.txt
MHR.3256.BLEED.1750.tif
MHR.3256.BLEED.1750.txt",Robyn Cumming,26.11.2019 (RJSO),wulguru,"Sebastian & Cumming, 2016","Calyptotheca wulguru Sebastian & Cumming, 2016",11/3/05,"SBD037846
",Seabed Biodiversity Project  ,Australia   ,,11,36.8,37.3,Inter-reefal GBR,3,Great Barrier Reef,-23.085,151.48,,2005,Lanceoporidae,Cheilostomatida
10003028/CAM77,1751,WAM90516,"MZ677523,MZ677876,OK244765",Calyptotheca,13.9.2019 (RJSO),,"Cumming, Robyn",23.8.2019 (RJSO),Yes,NHMO H 1768,"23.8.2019 (RJSO) Qubit 33.6


LV: But this species has mixture of Stephanotheca and Calyptotheca",Orr et al. Fall 2021 MS,,13.5.2019,19.8.2019 (EDM LHL),"MHR.3205.BLEED.1751.tif
MHR.3205.BLEED.1751.txt
MHR.3206.BLEED.1751.tif
MHR.3206.BLEED.1751.txt
MHR.3371.BLEED.1751.tif
MHR.3371.BLEED.1751.txt
MHR.3372.BLEED.1751.tif
MHR.3372.BLEED.1751.txt
",Robyn Cumming,14.11.2019 (RJSO),australis,"(Haswell, 1880)","Calyptotheca australis (Haswell, 1880)",March 2015,WAM90516,WAMSI,Australia,,0,35.3,35.5,"Camden Sound, Kimberley, W.A.",3,Western Australia,-15.613,124.073,,2015,Lanceoporidae,Cheilostomatida
